Gender,Location,Age,Tenure,Balance,NumOfProducts,HasCreditCard,IsActiveMember,EstimatedSalary,Actual_Churn,Predicted_Churn_Prob,Predicted_Churn
Female,Pune,31.245541179196994,5,63372.81,2,1,0,87409.08391057023,0,0.28,0
Male,Delhi,36.43463670820656,7,111167.55,1,0,0,85208.6738478021,0,0.18,0
Male,Delhi,62.154762162256205,6,43646.12,2,0,0,74405.5618157109,0,0.17,0
Male,Mumbai,24.9189034849534,8,69890.15,3,1,1,124880.17030828894,1,0.39,0
Female,Mumbai,30.3933505657222,3,27443.42,1,1,1,64593.681422519454,0,0.03,0
Male,Delhi,46.82396477637402,7,52346.77,1,0,1,71599.47182829892,0,0.01,0
Male,Mumbai,52.9727152704804,8,43983.07,1,0,1,72954.19224959896,0,0.15,0
Female,Pune,42.12267508637879,1,83606.52,1,0,0,10000.0,1,0.36,0
Female,Mumbai,41.670329663351175,1,23294.11,2,1,0,88111.53046226734,1,0.1,0
Female,Mumbai,40.34936963613072,9,48919.17,1,0,1,129908.43008446014,0,0.04,0
Female,Mumbai,36.852628292191696,2,60754.31,2,1,1,80094.54121176258,0,0.03,0
Female,Kolkata,53.88830307962405,3,130007.82,1,1,1,107542.92081792776,0,0.14,0
Female,Delhi,53.52547481680473,1,12589.73,1,1,1,61648.49140501561,0,0.22,0
Male,Delhi,65.53432360468389,0,47409.38,2,0,1,91736.25271295808,0,0.11,0
Male,Delhi,44.298170509046535,7,85139.26,1,1,0,165027.91163908737,0,0.32,0
Male,Mumbai,55.88780477691117,0,77220.87,1,0,0,45540.20859348893,1,0.22,0
Male,Pune,62.35928841242871,4,22472.94,2,1,0,122047.92798486516,1,0.22,0
Male,Kolkata,43.91126824250877,10,66634.92,1,1,0,102334.77798766494,0,0.12,0
Female,Hyderabad,35.043918283538254,2,45861.59,1,0,1,105254.16216806948,0,0.04,0
Male,Kolkata,25.93213717667326,6,0.0,1,1,1,135842.54217554792,0,0.06,0
Female,Hyderabad,45.00773515616356,0,29384.83,1,1,1,94822.89160940502,0,0.08,0
Male,Bangalore,43.23107563797042,10,13659.13,2,0,1,54627.2745678416,0,0.01,0
Female,Delhi,18.0,3,9233.87,1,0,1,77018.50906914062,0,0.13,0
Female,Mumbai,44.21948354062432,4,76535.35,2,0,0,108819.25880864216,0,0.11,0
Male,Delhi,42.18217547060464,5,40035.72,2,1,0,37625.21096826046,0,0.27,0
Female,Kolkata,44.2554939199584,3,124632.37,1,1,0,73434.3059027849,0,0.28,0
Male,Hyderabad,77.28485870915188,5,27650.64,2,1,0,64514.92631672821,1,0.42,0
Female,Pune,47.321269586526135,2,14431.55,2,1,0,136197.5346244248,0,0.29,0
Female,Delhi,56.6489919773401,9,47853.53,2,1,0,16803.237800121606,0,0.14,0
Male,Delhi,32.36275204588725,10,24126.59,2,0,1,10000.0,0,0.0,0
Male,Mumbai,45.67294556628544,6,53380.31,1,1,1,10000.0,0,0.01,0
Male,Pune,25.912617969480763,7,66883.37,2,1,1,149506.16465727723,0,0.0,0
Female,Mumbai,48.00623868307225,5,28771.29,1,0,1,68272.16691269471,0,0.1,0
Male,Bangalore,47.09936020056928,5,63530.44,1,1,0,10000.0,0,0.16,0
Female,Mumbai,45.13110384430418,5,20790.73,1,1,0,65884.38524512952,0,0.17,0
Male,Bangalore,57.59845328515248,6,70326.83,1,1,0,92784.3853970938,0,0.34,0
Male,Pune,45.13110384430418,10,6601.95,1,1,1,78444.50123199675,0,0.01,0
Female,Bangalore,56.89304535237586,1,47461.32,1,1,1,22422.890976986346,0,0.09,0
Male,Mumbai,51.6109216491615,4,48362.63,1,1,0,138135.52630694886,1,0.16,0
Male,Chennai,18.0,9,85648.33,1,0,0,81557.36151810817,0,0.27,0
Male,Mumbai,65.4809669748504,8,67183.6,1,0,0,85173.08536156187,1,0.25,0
Male,Delhi,58.11624221974098,4,11875.94,2,0,1,80252.29754477875,1,0.13,0
Female,Mumbai,37.82662880218972,4,41712.7,1,1,1,116169.302711023,0,0.02,0
Female,Delhi,63.30019235496594,8,68288.43,1,1,1,97295.73346553104,0,0.03,0
Female,Hyderabad,37.20949679255656,4,55897.81,1,1,0,81826.84353338348,0,0.06,0
Male,Chennai,53.330323920787485,9,102329.2,1,1,1,151242.54027652933,0,0.07272293577981652,0
Female,Kolkata,24.804887973064577,2,1491.74,2,1,0,80845.88948888083,0,0.34,0
Male,Hyderabad,38.8750313904887,1,47345.18,2,1,1,69239.66235039652,0,0.06,0
Male,Kolkata,36.0736243666908,1,26887.37,1,1,1,128252.28951000446,0,0.09,0
Male,Mumbai,58.80896361264122,0,20330.41,1,1,1,127870.32934091776,0,0.27,0
Male,Hyderabad,35.46218187345204,5,23231.48,1,0,0,122914.94817608864,1,0.11,0
Female,Hyderabad,49.38786195805572,7,37084.1,1,1,1,30109.66609528264,0,0.02,0
Female,Delhi,64.70831723871738,3,44607.72,2,1,1,97126.18668251448,0,0.15,0
Female,Delhi,67.62381957950248,1,41599.11,1,0,0,113822.02151947764,1,0.22,0
Female,Kolkata,56.37684214054275,0,46902.49,2,1,1,160522.03862519187,0,0.21,0
Male,Delhi,37.33587636494119,6,64251.74,1,1,1,105486.28969721864,0,0.01,0
Male,Pune,39.98804385693823,3,39957.21,2,0,1,100996.82226339444,0,0.01,0
Female,Pune,69.2294500745784,9,81797.41,1,1,1,49827.98860492728,0,0.17,0
Female,Chennai,33.813934395993,3,66318.9,2,0,0,10000.0,0,0.35,0
Male,Kolkata,65.15270002655643,9,64022.49,2,1,1,33204.72600341055,0,0.08,0
Male,Pune,30.59636897393751,10,14897.59,1,0,0,94553.29194178389,0,0.17,0
Female,Bangalore,58.18544848690343,9,57783.16,1,0,0,81835.27872163753,0,0.39,0
Male,Delhi,62.44445711686591,2,60585.59,1,0,0,155525.85634585388,1,0.31,0
Male,Mumbai,29.624503887768626,5,27501.91,2,1,1,80998.20584982449,0,0.02,0
Male,Bangalore,36.90198854561723,2,107180.24,1,1,0,17340.387656727697,1,0.24,0
Female,Delhi,63.00477462300404,1,80798.96,2,1,1,74689.74610627003,0,0.11,0
Female,Kolkata,71.15967252781736,7,84838.2,1,1,1,125124.02226241134,1,0.1,0
Male,Chennai,60.38979140821789,10,74624.46,2,1,0,50747.52853254482,0,0.19,0
Male,Delhi,38.27231632588494,6,39644.08,2,1,0,20094.363584906845,1,0.11,0
Male,Mumbai,65.85704215086734,4,104366.22,2,1,0,98901.14144242863,0,0.35,0
Female,Pune,58.96722797058696,8,76393.23,2,0,1,43744.37246628829,0,0.12,0
Female,Mumbai,49.44020137841437,4,38178.95,2,1,1,79962.22581285116,0,0.09,0
Female,Delhi,28.63054044965363,4,2950.3,1,1,0,85531.69800625433,0,0.19,0
Female,Chennai,48.13611926365349,2,46551.68,1,0,0,113411.61742395812,0,0.16,0
Male,Kolkata,54.4455979375922,10,52601.86,2,0,1,83099.35619213202,1,0.05,0
Male,Delhi,54.34651786214758,6,58390.94,2,1,1,100370.99321962864,0,0.09,0
Male,Mumbai,34.574238248736506,9,55807.45,2,0,1,81333.1393835365,0,0.01,0
Female,Bangalore,28.363903912145283,10,98524.8,2,1,0,20003.90910206337,0,0.2,0
Male,Chennai,18.0,9,65625.43,2,0,0,52622.39400107808,0,0.21,0
Female,Mumbai,38.99777840413616,0,58532.69,2,1,0,42268.161859387335,0,0.07,0
Male,Kolkata,34.60163579134219,4,3606.93,2,1,0,112710.74916274112,0,0.29,0
Male,Bangalore,38.77871683896364,4,46948.69,2,1,1,65665.87950330944,0,0.03,0
Female,Kolkata,44.91756916716918,9,82864.48,2,0,0,109670.34457557842,0,0.18,0
Female,Pune,53.911881361122624,6,32207.08,2,1,0,114953.41231310111,0,0.35,0
Male,Hyderabad,18.0,5,28564.53,1,1,1,96550.0771953945,0,0.09,0
Female,Pune,88.81986559373404,9,90507.31,1,1,0,85739.9232377422,0,0.3,0
Male,Hyderabad,24.781351914464206,10,28681.01,4,0,0,65143.19943183897,1,0.41,0
Male,Mumbai,34.44612132388812,9,95284.62,2,1,0,46232.31013875319,0,0.27,0
Male,Delhi,43.38953199001348,3,37473.58,1,1,1,59064.94465271742,0,0.05,0
Male,Hyderabad,26.413905406948057,9,34866.5,1,1,0,77383.27380236772,0,0.08,0
Female,Delhi,69.0470689774017,8,58395.39,1,1,1,128522.84261413946,0,0.02,0
Male,Hyderabad,76.74941749758986,1,21538.17,1,1,1,59172.44003964335,0,0.32,0
Male,Delhi,58.56322027361291,7,7895.92,2,0,1,55932.71166878211,1,0.03,0
Female,Delhi,76.68373775275131,1,27738.15,1,1,1,66592.84303677877,0,0.14,0
Male,Hyderabad,58.403173364583246,9,77657.19,1,1,1,68855.17006861392,0,0.1,0
Female,Delhi,67.81902155810633,2,69024.61,1,0,0,45695.39782422933,0,0.18,0
Male,Hyderabad,50.894746502397496,2,44858.83,1,1,1,70786.7500141416,0,0.16,0
Male,Delhi,46.01385160109102,4,51784.64,2,1,0,20440.001251312096,1,0.25,0
Male,Pune,48.73266325028287,8,62243.8,2,1,1,24256.736516531266,0,0.03,0
Female,Delhi,38.1848562122488,1,1034.47,2,0,0,10000.0,0,0.14,0
Male,Delhi,26.65820827994135,6,63180.28,1,1,0,14868.813454571042,1,0.25,0
Male,Delhi,67.25853222080296,2,54166.14,1,1,1,92961.42389883162,0,0.18,0
Female,Hyderabad,46.67585595484452,4,20774.56,1,0,0,54824.54313536406,0,0.19,0
Female,Delhi,58.51425805767167,3,37426.78,1,1,0,112829.55573184969,1,0.24,0
Male,Mumbai,38.81786971693698,10,69598.51,1,1,1,18946.63059479284,0,0.0,0
Female,Chennai,61.9868444501574,0,15389.78,2,0,1,60681.12356759998,1,0.21,0
Male,Delhi,21.461083673430853,5,91559.15,2,1,1,124349.73704991648,1,0.12,0
Male,Bangalore,18.0,9,63354.45,2,0,1,79393.82104147419,0,0.02,0
Female,Delhi,47.20268289823541,0,51375.65,1,1,1,93923.65223608552,0,0.04,0
Female,Mumbai,68.22774669448809,0,9665.73,2,1,0,10000.0,0,0.15,0
Male,Pune,30.45578561973349,5,79011.21,2,0,1,86997.17450387927,0,0.03,0
Female,Bangalore,64.50010976346317,1,29182.32,2,1,0,99866.38712651408,0,0.21,0
Female,Delhi,55.09526891366749,7,21691.63,2,0,1,136020.76131483022,0,0.06,0
Male,Kolkata,40.45649340488542,0,62372.07,1,0,0,10000.0,0,0.16,0
Female,Mumbai,66.01766204233044,3,19316.04,2,0,1,59355.664101853385,0,0.2,0
Female,Delhi,53.663695075852765,0,7066.44,1,1,1,78702.39299214986,0,0.1,0
Female,Kolkata,36.12274706356776,4,0.0,1,0,0,67380.66323791994,0,0.11,0
Male,Pune,59.515900287522285,3,68535.2,1,1,0,10000.0,0,0.13,0
Female,Pune,25.623056635036995,8,78219.45,2,1,0,139636.46655072382,0,0.08,0
Female,Delhi,53.89164545281758,2,27786.69,1,0,1,87556.45168465821,1,0.16,0
Female,Kolkata,18.0,8,88043.68,1,1,1,92426.61767860694,0,0.02,0
Female,Bangalore,47.692847608006986,6,20256.94,2,0,0,84318.90836850501,0,0.09,0
Female,Delhi,32.74517178987184,0,24935.67,1,0,0,36888.32189816806,0,0.07,0
Male,Mumbai,48.27713479478174,5,0.0,2,1,1,116830.27491863232,1,0.06,0
Male,Kolkata,54.44111271705932,10,58712.96,1,1,1,95441.221559298,0,0.03,0
Female,Bangalore,31.84571593412361,1,8105.37,2,1,0,74470.16478737957,0,0.17,0
Male,Delhi,47.9714881253706,6,39931.95,2,1,1,88140.55433963689,0,0.02,0
Female,Bangalore,63.54337121686069,2,32300.82,2,0,0,100968.16403294406,1,0.27,0
Female,Bangalore,49.73094660764263,4,58295.53,2,0,0,104403.47710679693,0,0.17,0
Female,Delhi,56.8661726467211,4,0.0,1,1,1,116688.08162958338,0,0.28,0
Male,Pune,27.842502918316203,8,55859.14,2,0,1,71258.8200006673,0,0.0,0
Female,Bangalore,46.87233878126749,1,35779.72,1,1,1,111520.5035599586,0,0.04,0
Male,Delhi,35.45709001911642,8,71474.42,1,1,1,62402.28611225205,0,0.0,0
Male,Delhi,21.81227196813623,6,47131.82,1,1,1,114966.28104844935,0,0.05,0
Male,Hyderabad,47.2089142153196,3,67654.33,1,1,1,124151.57356279684,0,0.08,0
Female,Delhi,61.46888572852893,9,0.0,1,1,1,86445.66503461468,0,0.13,0
Male,Kolkata,64.24102912001484,7,92650.07,2,0,1,67565.04558355465,0,0.15,0
Female,Kolkata,46.95207791938887,8,73247.32,2,1,1,94035.99081552072,0,0.01,0
Female,Delhi,36.964440979867454,7,26459.42,2,1,0,106017.18945783508,0,0.13,0
Male,Bangalore,58.4711874115744,6,58747.31,3,1,1,90565.1022108093,0,0.82,1
Female,Delhi,45.21044912591654,5,61793.43,2,1,1,35950.916407315424,0,0.03,0
Female,Bangalore,48.53953110793081,10,47166.76,2,1,0,120015.35163321406,0,0.1,0
Male,Delhi,50.673643961671225,7,32963.68,2,1,0,113831.44589232768,0,0.11,0
Male,Bangalore,26.51542224588413,9,36171.84,2,0,0,117458.9379424871,0,0.04,0
Female,Delhi,68.60870973593379,0,58049.98,3,1,1,95645.70450421648,0,0.4,0
Male,Delhi,67.24343227901238,4,52803.43,1,1,0,47056.47897846528,1,0.3,0
Male,Pune,64.00002157403243,3,59491.05,2,0,0,10000.0,0,0.3,0
Male,Delhi,45.79109337452249,2,71280.43,2,1,1,87733.83460453083,0,0.0,0
Male,Kolkata,60.94121357628693,0,22982.03,1,1,0,51203.08872961976,0,0.37,0
Female,Chennai,47.391290721736105,9,60033.39,2,1,0,50944.35399091165,0,0.06,0
Male,Delhi,45.80689316771098,7,49443.46,1,0,1,89814.36044735461,0,0.01,0
Male,Mumbai,41.76753333808349,9,114342.08,1,1,1,77493.82346605905,0,0.05,0
Female,Pune,44.43827452365456,8,32783.14,2,0,0,122980.39398118388,0,0.09,0
Male,Kolkata,46.1577284208316,2,22163.14,1,0,1,123558.1403168514,0,0.26,0
Male,Mumbai,25.56582721514528,0,45350.68,2,1,0,86607.67029260294,0,0.15,0
Male,Mumbai,44.03172759983342,6,36040.45,2,1,0,84227.6715665527,0,0.08,0
Male,Kolkata,74.01678923056843,4,70705.92,2,0,1,103167.533054107,0,0.13,0
Male,Kolkata,53.2199682290448,7,90651.88,1,1,0,105577.00608649224,0,0.3,0
Female,Mumbai,26.84700231610881,10,72039.14,2,0,0,74435.04092116145,0,0.09,0
Male,Bangalore,18.0,9,102257.89,1,1,0,66617.96143380558,0,0.22,0
Female,Hyderabad,65.6592043581364,10,426.18,2,1,1,36682.37362005956,0,0.05,0
Female,Chennai,52.29508490657653,1,35642.99,1,0,0,40350.16306967016,0,0.24,0
Male,Bangalore,63.20639655038378,8,62073.26,2,1,0,53556.55768632087,0,0.17,0
Male,Bangalore,67.00426310282785,7,85394.59,1,1,1,105403.91930219458,0,0.35,0
Male,Delhi,30.87327332623236,7,35464.51,2,1,1,139807.364401131,0,0.01,0
Male,Kolkata,59.69997694894212,3,34461.59,1,1,1,60468.02703998682,0,0.1,0
Male,Bangalore,44.764728754935305,10,40193.85,2,1,0,50597.22462919429,0,0.17,0
Female,Chennai,45.72602393550413,0,94727.48,2,1,1,122057.9380758151,0,0.02,0
Male,Kolkata,45.13110384430418,0,66105.43,2,1,1,139441.20867608092,0,0.08,0
Male,Kolkata,45.13110384430418,10,42373.32,2,0,0,38208.959837488335,0,0.19,0
Female,Chennai,41.666330005962585,6,77618.85,1,1,1,33273.69623490173,0,0.01,0
Female,Chennai,38.53780889176677,2,57167.21,1,0,1,23157.470340836648,0,0.02,0
Male,Delhi,57.87521018024471,0,93728.86,1,1,0,99508.70128242094,1,0.17,0
Female,Pune,40.50556690237504,8,68607.88,1,1,0,51580.80519274577,0,0.27,0
Male,Bangalore,58.5299584852818,10,30590.56,1,1,1,44222.310049718246,0,0.02,0
Male,Delhi,51.57859853140931,5,0.0,3,1,1,99702.46162865328,1,0.54,1
Female,Pune,40.52682470979398,10,0.0,2,1,0,125273.6982998279,0,0.11,0
Male,Mumbai,42.99758879898233,9,39951.71,1,0,0,70521.24056551678,0,0.11,0
Male,Delhi,21.30541784043244,0,19886.96,1,0,0,68132.81965269713,0,0.13,0
Female,Pune,52.73004288999192,7,79430.45,2,0,1,82251.60528771793,0,0.04,0
Female,Chennai,51.42730921785349,7,71286.76,1,0,0,10852.1240737364,0,0.13,0
Male,Delhi,57.40103773164336,5,53418.97,2,1,1,115113.36373611046,0,0.27,0
Male,Chennai,66.30489263862455,5,95822.97,2,0,0,121188.10599315209,0,0.43,0
Male,Mumbai,39.68868098122569,4,52008.81,1,1,1,89120.45742621318,0,0.02,0
Female,Bangalore,25.465231315460848,1,37313.97,3,1,0,88547.26884965423,1,0.38,0
Female,Delhi,39.345367752359735,3,35719.19,1,1,0,76505.38013944121,0,0.16,0
Female,Delhi,72.84275459728461,9,91348.64,1,1,1,44347.60713852504,0,0.09,0
Male,Kolkata,50.244979063442365,4,12045.75,1,1,1,113402.39212901903,0,0.12,0
Male,Chennai,52.35666672514003,9,21416.17,1,1,0,33716.81659273584,1,0.25,0
Male,Pune,72.97997063248594,10,58455.5,1,1,0,106383.06616944609,0,0.19,0
Female,Kolkata,24.03368687026333,3,56940.84,1,1,1,109814.67153004638,0,0.05,0
Male,Delhi,36.35860080191502,2,38868.24,1,0,0,126476.3710632143,0,0.07,0
Female,Delhi,50.10942631338072,7,66981.73,1,1,1,78035.69163700238,0,0.05,0
Female,Delhi,31.550800965057,8,103552.0,1,1,0,89971.42346027415,0,0.15,0
Female,Mumbai,18.0,10,98503.91,2,0,0,60223.15603535196,0,0.16,0
Male,Kolkata,60.77302898533589,0,60093.63,1,1,0,69171.56519498899,1,0.34,0
Male,Mumbai,41.78932636382719,1,74421.58,3,0,0,145277.2580933948,0,0.33,0
Female,Bangalore,41.148934654086666,6,34266.79,1,0,1,147806.67454047845,0,0.0,0
Female,Delhi,46.41082009453877,4,74707.9,1,1,1,12215.202099415152,0,0.02,0
Male,Hyderabad,28.750451451318163,10,58026.26,2,1,0,47058.32193787841,0,0.04,0
Female,Delhi,44.08371825083464,3,59813.77,1,1,1,45951.4905368203,0,0.03,0
Female,Pune,44.26573277759926,8,74461.69,2,0,0,56077.02257638626,0,0.22,0
Male,Delhi,54.74900599035574,7,36518.58,2,1,1,114476.99585009932,0,0.06,0
Female,Delhi,18.0,8,77060.96,1,0,0,10000.0,0,0.12,0
Male,Hyderabad,53.31514945041893,6,83605.24,1,1,1,115411.8207383118,0,0.19,0
Female,Kolkata,18.0,3,37614.68,1,1,1,86574.94533798254,0,0.15,0
Male,Kolkata,38.681551841694194,10,66896.14,2,0,0,67130.6319461731,0,0.07,0
Male,Hyderabad,78.20115263441866,5,82507.73,2,0,1,56660.71195441448,0,0.33,0
Male,Bangalore,47.72862898215033,9,48987.19,1,0,1,45700.859872160494,0,0.01,0
Female,Kolkata,47.66965067781679,6,74112.72,2,1,1,54736.85239941574,0,0.01,0
Male,Delhi,38.185811314303166,9,71613.17,1,0,0,10000.0,0,0.04,0
Male,Delhi,53.1787214732882,9,46595.0,2,1,0,40944.91303431203,0,0.18,0
Male,Pune,60.24719954079505,7,23188.18,1,0,0,107338.37126929384,0,0.26,0
Female,Kolkata,51.385029017941264,4,36272.48,1,1,0,72831.61310161857,0,0.23,0
Male,Bangalore,39.83729330236514,9,14151.45,2,1,1,79867.33360442324,0,0.0,0
Female,Delhi,33.76237877790682,7,28468.24,1,1,1,131123.31932128614,0,0.0,0
Male,Mumbai,43.98702862316075,7,56879.85,2,1,1,78964.29675905763,0,0.0,0
Female,Hyderabad,23.622435312994337,7,91340.79,2,1,0,113150.76133862256,0,0.1,0
Male,Mumbai,50.513135981089206,3,44675.75,1,0,1,118086.62188645964,0,0.17,0
Female,Mumbai,44.435943640691946,1,37419.3,2,0,0,163246.4939259137,1,0.16,0
Male,Pune,32.852765420929614,3,55794.03,2,1,1,100349.30241054746,0,0.09,0
Male,Delhi,47.00474706708698,8,64109.65,1,0,1,80816.14811973141,0,0.01,0
Female,Delhi,41.94752470752914,5,56786.31,3,0,1,57123.00166201183,1,0.59,1
Male,Hyderabad,60.95996169866774,2,68659.49,1,1,0,86318.02858356264,0,0.27,0
Female,Kolkata,54.32279794339323,6,71114.93,2,1,0,73221.15878226726,0,0.15,0
Female,Kolkata,34.79725167133669,7,18181.12,2,1,0,87455.72512170319,0,0.06,0
Male,Mumbai,60.19249211669248,7,0.0,2,1,0,110810.63785001368,0,0.18,0
Female,Hyderabad,45.27623607349464,0,45293.64,2,1,0,45828.13909720664,0,0.19,0
Female,Chennai,51.586741344213856,4,58764.35,1,1,1,50993.49910282083,0,0.042722935779816514,0
Male,Bangalore,52.23169367566726,4,0.0,1,1,0,57959.7707656927,1,0.24,0
Male,Delhi,69.27358219940461,10,87641.88,2,1,1,92308.89731577516,0,0.23,0
Female,Pune,70.17772343515351,8,69595.69,1,1,1,74826.91725313323,0,0.19,0
Female,Bangalore,61.953950278166175,3,91430.78,1,0,0,59494.91272869239,0,0.51,1
Female,Delhi,45.23944534548024,7,64952.45,2,1,0,100691.8653538091,0,0.22,0
Female,Chennai,54.65928896656757,3,55370.31,1,1,1,81542.15237539854,0,0.11272293577981651,0
Female,Hyderabad,59.78410151490126,8,35655.0,2,1,0,79595.14831203423,0,0.23,0
Female,Mumbai,20.770060826149297,7,43874.83,2,0,1,83882.89633299773,0,0.02,0
Male,Mumbai,63.0208285732829,5,28628.47,1,0,1,70145.00312523797,0,0.15,0
Female,Hyderabad,37.271314174391705,8,21303.79,1,0,1,34395.63672649271,0,0.03,0
Male,Hyderabad,18.0,6,65696.34,1,1,1,86141.37140750914,0,0.01,0
Female,Delhi,19.07765489516517,3,44830.56,1,1,0,66453.08513374694,0,0.39,0
Female,Chennai,44.55500139545572,1,58884.04,1,0,0,137193.46474003032,0,0.12,0
Female,Hyderabad,56.744773078870296,1,68508.59,1,1,1,89321.44136255923,0,0.1,0
Female,Chennai,54.589072055791405,8,24707.62,2,1,1,76118.33378104195,0,0.052722935779816515,0
Male,Kolkata,54.223887108553946,8,49473.84,1,1,1,56969.96481091176,0,0.06,0
Female,Kolkata,25.00503395728946,8,41435.47,2,1,0,97881.72938448867,0,0.07,0
Male,Bangalore,28.17897869163088,5,88719.74,1,1,0,55999.92491350978,1,0.26,0
Male,Mumbai,38.08380038465416,1,82794.72,1,1,1,65544.89557442922,0,0.03,0
Male,Chennai,30.652607373482727,6,78567.25,1,0,1,55481.0380919928,0,0.02,0
Male,Hyderabad,38.77534028076927,2,58437.18,1,1,0,123347.0797650018,1,0.07,0
Male,Kolkata,66.93548828155934,0,67112.02,2,1,0,73588.31751787564,0,0.19,0
Female,Pune,59.31571995627251,2,21753.62,2,1,0,93193.08572409984,0,0.16,0
Female,Chennai,30.958901765465274,1,25877.81,1,1,0,56523.35088059536,1,0.23,0
Female,Pune,48.236157834457686,6,9084.92,1,1,1,53393.68288468532,0,0.03,0
Female,Chennai,55.180305336695625,3,38646.25,2,1,0,96756.77235627224,1,0.17,0
Male,Chennai,74.50698270212321,6,86651.17,2,1,1,130472.9500421982,0,0.2127229357798165,0
Female,Chennai,49.071748658329625,10,47217.35,1,1,1,74257.41614565221,0,0.012722935779816513,0
Female,Pune,42.30971409597185,3,66883.65,2,1,1,55325.823924028526,0,0.16,0
Male,Delhi,18.0,0,98057.82,2,1,1,117301.38269159486,0,0.16,0
Female,Delhi,56.37506031625822,0,96731.43,1,1,0,166023.70757271472,0,0.17,0
Female,Chennai,48.76299170547252,3,64223.62,2,1,1,112540.43423783226,0,0.042722935779816514,0
Male,Bangalore,18.0,0,992.68,2,1,1,123638.7312223025,0,0.26,0
Male,Chennai,18.25533213349424,3,72264.35,2,1,1,24733.689647052008,0,0.04,0
Female,Chennai,47.635447494386135,4,10453.45,2,1,0,93590.96774076296,1,0.33,0
Male,Mumbai,33.34543902055054,9,43571.22,1,1,0,82220.24694195314,0,0.24,0
Female,Chennai,57.07781443333394,9,81033.83,1,1,0,42325.98339425404,0,0.26,0
Female,Delhi,40.34847068912392,1,57138.14,2,1,1,10410.526947426011,0,0.12,0
Male,Mumbai,64.03493962714063,10,40155.65,2,1,0,10000.0,0,0.24,0
Male,Chennai,37.21732816834881,0,29781.25,2,1,1,130073.7967744109,0,0.05,0
Female,Mumbai,31.443894995291924,7,49365.99,1,0,1,84105.67057387225,0,0.03,0
Male,Chennai,18.0,5,34541.51,2,1,0,87336.60200616955,0,0.26,0
Female,Hyderabad,66.15398761452388,10,64894.04,1,1,1,32500.59671659735,1,0.15,0
Female,Mumbai,71.29274593623751,5,43043.22,2,1,0,103967.34397131056,0,0.14,0
Female,Delhi,50.41207689108119,3,58427.76,2,0,0,83344.34458973994,0,0.19,0
Male,Pune,36.38200668974349,9,15679.1,1,0,1,80394.716980812,0,0.0,0
Male,Mumbai,49.10086655977935,7,56666.35,2,1,0,80094.54121176258,0,0.32,0
Female,Chennai,37.15541030403418,6,57859.33,1,1,0,69541.18242161436,0,0.26,0
Female,Mumbai,51.22091926383736,9,54173.56,1,1,1,10000.0,0,0.1,0
Female,Delhi,43.769630240936266,0,28984.19,1,1,0,109959.66794735828,0,0.21,0
Male,Bangalore,51.0052976886902,4,36125.47,1,1,0,91936.10345845402,1,0.1,0
Male,Bangalore,45.1626261643048,5,56145.26,1,1,1,58853.19242026865,0,0.04,0
Male,Chennai,55.69995312369341,1,13454.94,4,1,1,58682.23254542941,1,0.57,1
Female,Pune,71.87305697517525,4,27511.26,2,0,0,60429.02206260247,1,0.21,0
Female,Kolkata,39.97200847281596,3,51835.28,1,1,0,64246.90803616122,1,0.21,0
Female,Mumbai,49.978507500926085,6,30294.08,1,1,0,79953.97107693617,0,0.31,0
Male,Delhi,32.784184173983704,6,21201.88,2,0,0,120114.6510090277,0,0.1,0
Female,Hyderabad,42.8084391522625,7,62371.05,3,1,0,86756.87877739144,1,0.39,0
Male,Mumbai,56.795154759755576,0,23423.86,1,1,0,174440.29838390043,0,0.22,0
Male,Pune,47.16276673575772,6,53325.54,2,0,1,105322.76554337503,0,0.0,0
Male,Hyderabad,30.31696353494165,6,9009.16,1,1,1,76653.6796102488,0,0.0,0
Male,Kolkata,64.01299600390249,10,8394.68,1,0,1,70348.75079744485,0,0.05,0
Male,Mumbai,55.83687038601351,8,63872.68,1,1,0,89098.74749618083,1,0.14,0
Male,Delhi,47.26901797654565,1,34883.45,1,1,0,56741.48935287955,0,0.17,0
Male,Mumbai,73.49894277725247,0,17785.36,1,0,1,39591.49456736472,0,0.23,0
Male,Hyderabad,44.2109377848593,1,43308.8,1,1,1,52734.95435703549,0,0.04,0
Male,Chennai,35.49326856315611,5,45545.74,2,0,0,53046.10608137232,0,0.14,0
Male,Kolkata,45.955091429854384,3,57813.43,1,1,0,67557.29325297315,0,0.06,0
Male,Delhi,27.511667095856907,7,48252.22,1,1,1,99679.61684075052,0,0.0,0
Male,Delhi,29.107227967407816,2,90527.87,1,0,1,25211.17242508905,0,0.09,0
Male,Chennai,82.25364271663068,4,26783.58,2,1,0,134152.1687103813,1,0.39,0
Male,Kolkata,47.9256350201864,5,18257.65,1,1,1,75834.74140642148,0,0.03,0
Female,Mumbai,60.5273652354428,8,74197.02,2,1,0,73677.6393421858,0,0.23,0
Male,Mumbai,39.87264857255942,8,45215.67,1,0,1,106691.91723389884,0,0.0,0
Female,Bangalore,71.88020047355754,2,46710.55,2,1,1,64381.017316834106,0,0.23,0
Male,Delhi,34.55784824606607,4,29818.42,1,1,0,103962.9586681053,1,0.16,0
Male,Pune,29.923773447208724,10,47995.95,1,1,0,53597.00023168088,0,0.05,0
Male,Delhi,50.11777827736952,7,25102.73,1,1,1,39272.58232532055,0,0.07,0
